MONTH;REGION;COUNTRYOFRESIDENCE;ARRIVALS;HOTELNIGHTS
2020-10-01;Aargau and Solothurn Region;Thailand;4;10
2020-10-01;Aargau and Solothurn Region;Other West Asian countries;14;57
2020-10-01;Aargau and Solothurn Region;Estonia;6;22
2020-10-01;Aargau and Solothurn Region;Latvia;6;30
2020-10-01;Aargau and Solothurn Region;Lithuania;3;15
2020-10-01;Aargau and Solothurn Region;Croatia;18;65
2020-10-01;Aargau and Solothurn Region;Romania;136;1030
2020-10-01;Aargau and Solothurn Region;Russia;18;270
2020-10-01;Aargau and Solothurn Region;Slovakia;49;682
2020-10-01;Aargau and Solothurn Region;Slovenia;8;46
2020-10-01;Aargau and Solothurn Region;Czechia;36;278
2020-10-01;Aargau and Solothurn Region;Ukraine;1;2
2020-10-01;Aargau and Solothurn Region;Serbia;28;87
2020-11-01;Graubünden;Switzerland;50463;108134
2020-11-01;Graubünden;Germany;1059;2360
2020-11-01;Graubünden;France;214;469
2020-11-01;Graubünden;Italy;524;1159
2020-11-01;Graubünden;Austria;340;903
2020-11-01;Graubünden;United Kingdom;126;389
2020-11-01;Graubünden;Irland;6;10
2020-11-01;Graubünden;Netherlands;61;88
2020-11-01;Graubünden;Belgium;15;59
2020-11-01;Graubünden;Luxembourg;11;27
2020-11-01;Graubünden;Denmark;17;47
2020-11-01;Graubünden;Sweden;25;83
2020-11-01;Graubünden;Norway;5;6
2020-11-01;Graubünden;Finland;34;70
2020-11-01;Graubünden;Spain;50;173
2020-11-01;Graubünden;Portugal;22;172
2020-11-01;Graubünden;Greece;4;13
2020-11-01;Graubünden;Turkey;4;5
2020-11-01;Graubünden;Other European countries;10;32
2020-11-01;Graubünden;Liechtenstein;77;211
2020-11-01;Graubünden;Poland;49;198
2020-11-01;Graubünden;Hungary;13;22
2020-11-01;Graubünden;Belarus;3;3
2020-11-01;Graubünden;Bulgaria;5;41
2020-11-01;Graubünden;United States;105;322
2020-11-01;Graubünden;Canada;47;435
2020-11-01;Graubünden;Brazil;7;9
2020-11-01;Graubünden;Other South American countries;1;4
2020-11-01;Graubünden;Other Central American countries;4;6
2020-11-01;Graubünden;Other African countries;3;12
2020-11-01;Graubünden;Bahrain;0;3
2020-11-01;Graubünden;Israel;2;4
2020-11-01;Graubünden;Japan;26;193
2020-11-01;Graubünden;Other South-East Asian countries;4;4
2020-11-01;Graubünden;Australia;1;2
2020-11-01;Graubünden;China;5;5
2020-11-01;Graubünden;South Korea;2;4
2020-11-01;Graubünden;Malaysia;3;3
2020-11-01;Graubünden;Philippines;3;9
2020-11-01;Graubünden;New Zealand, Oceania;3;5
2020-11-01;Graubünden;Thailand;3;3
2020-11-01;Graubünden;Estonia;3;11
2020-11-01;Graubünden;Latvia;7;7
2020-11-01;Graubünden;Lithuania;5;7
2020-11-01;Graubünden;United Arab Emirates;2;2
2020-11-01;Graubünden;Croatia;10;63
2020-11-01;Graubünden;Romania;31;50
2020-11-01;Graubünden;Russia;59;274
2020-11-01;Graubünden;Slovakia;12;110
2020-11-01;Graubünden;Slovenia;19;67
2020-11-01;Graubünden;Czechia;9;15
2020-11-01;Graubünden;Ukraine;7;19
2020-11-01;Graubünden;Serbia;9;21
2020-11-01;Eastern Switzerland;Switzerland;30445;66567
2020-11-01;Eastern Switzerland;Germany;2249;5776
2020-11-01;Eastern Switzerland;France;236;529
2020-11-01;Eastern Switzerland;Italy;325;1090
2020-11-01;Eastern Switzerland;Austria;442;855
2020-11-01;Eastern Switzerland;United Kingdom;81;308
2020-11-01;Eastern Switzerland;Irland;13;75
2020-11-01;Eastern Switzerland;Netherlands;78;211
2020-11-01;Eastern Switzerland;Belgium;29;50
2020-11-01;Eastern Switzerland;Luxembourg;11;48
2020-11-01;Eastern Switzerland;Denmark;9;26
2020-11-01;Eastern Switzerland;Sweden;31;50
2020-11-01;Eastern Switzerland;Norway;1;6
2020-11-01;Eastern Switzerland;Finland;10;44
2020-11-01;Eastern Switzerland;Spain;58;321
2020-11-01;Eastern Switzerland;Portugal;23;108
2020-11-01;Eastern Switzerland;Greece;14;103
2020-11-01;Eastern Switzerland;Turkey;2;37
2020-11-01;Eastern Switzerland;Other European countries;34;185
2020-11-01;Eastern Switzerland;Liechtenstein;75;203
2020-11-01;Eastern Switzerland;Poland;43;273
2020-11-01;Eastern Switzerland;Hungary;31;275
2020-11-01;Eastern Switzerland;Belarus;1;4
2020-11-01;Eastern Switzerland;Bulgaria;13;71
2020-11-01;Eastern Switzerland;Malta;1;1
2020-11-01;Eastern Switzerland;Cyprus;5;26
2020-11-01;Eastern Switzerland;United States;59;268
2020-11-01;Eastern Switzerland;Canada;3;12
2020-11-01;Eastern Switzerland;Mexico;1;79
2020-11-01;Eastern Switzerland;Brazil;2;2
2020-11-01;Eastern Switzerland;Argentina;1;7
2020-11-01;Eastern Switzerland;Other Central American countries;4;4
2020-11-01;Eastern Switzerland;Other North African countries;4;6
2020-11-01;Eastern Switzerland;Other African countries;28;79
2020-11-01;Eastern Switzerland;Israel;5;5
2020-11-01;Eastern Switzerland;India;5;68
2020-11-01;Eastern Switzerland;Japan;7;16
2020-11-01;Eastern Switzerland;Other South-East Asian countries;5;24
2020-11-01;Eastern Switzerland;Australia;2;32
2020-11-01;Eastern Switzerland;China;2;4
2020-11-01;Eastern Switzerland;Hong Kong;2;2
2020-11-01;Eastern Switzerland;Malaysia;3;13
2020-11-01;Eastern Switzerland;Philippines;0;30
2020-11-01;Eastern Switzerland;New Zealand, Oceania;1;1
2020-11-01;Eastern Switzerland;Singapore;4;49
2020-11-01;Eastern Switzerland;Thailand;8;13
2020-11-01;Eastern Switzerland;Other West Asian countries;18;64
2020-11-01;Eastern Switzerland;Estonia;1;4
2020-11-01;Eastern Switzerland;Latvia;1;23
2020-11-01;Eastern Switzerland;Lithuania;4;8
2020-11-01;Eastern Switzerland;Croatia;19;57
2020-11-01;Eastern Switzerland;Romania;24;140
2020-11-01;Eastern Switzerland;Russia;68;253
2020-11-01;Eastern Switzerland;Slovakia;19;310
2020-11-01;Eastern Switzerland;Slovenia;15;119
2020-11-01;Eastern Switzerland;Czechia;13;215
2020-11-01;Eastern Switzerland;Ukraine;15;59
2020-11-01;Eastern Switzerland;Serbia;22;86
2020-11-01;Zurich Region;Switzerland;41425;76479
2020-11-01;Zurich Region;Germany;5791;12309
2020-11-01;Zurich Region;France;1620;3057
2020-11-01;Zurich Region;Italy;1375;3604
2020-11-01;Zurich Region;Austria;1329;2800
2020-11-01;Zurich Region;United Kingdom;899;2619
2020-11-01;Zurich Region;Irland;104;247
2020-11-01;Zurich Region;Netherlands;762;1602
2020-11-01;Zurich Region;Belgium;230;455
2020-11-01;Zurich Region;Luxembourg;140;298
2020-11-01;Zurich Region;Denmark;104;265
2020-11-01;Zurich Region;Sweden;220;695
2020-11-01;Zurich Region;Norway;22;63
2020-11-01;Zurich Region;Finland;53;120
2020-11-01;Zurich Region;Spain;460;1202
2020-11-01;Zurich Region;Portugal;186;424
2020-11-01;Zurich Region;Greece;141;344
2020-11-01;Zurich Region;Turkey;72;206
2020-11-01;Zurich Region;Other European countries;217;598
2020-11-01;Zurich Region;Liechtenstein;121;187
2020-11-01;Zurich Region;Iceland;5;7
2020-11-01;Zurich Region;Poland;331;1352
2020-11-01;Zurich Region;Hungary;102;509
2020-11-01;Zurich Region;Belarus;14;20
2020-11-01;Zurich Region;Bulgaria;89;291
2020-11-01;Zurich Region;Malta;43;119
2020-11-01;Zurich Region;Cyprus;26;69
2020-11-01;Zurich Region;Chile;4;18
2020-11-01;Zurich Region;United States;993;2241
2020-11-01;Zurich Region;Canada;267;505
2020-11-01;Zurich Region;Mexico;28;132
2020-11-01;Zurich Region;Brazil;125;495
2020-11-01;Zurich Region;Argentina;6;47
2020-11-01;Zurich Region;Other South American countries;45;92
2020-11-01;Zurich Region;Other Central American countries;24;95
2020-11-01;Zurich Region;Egypt;24;118
2020-11-01;Zurich Region;Other North African countries;19;96
2020-11-01;Zurich Region;South Africa;20;106
2020-11-01;Zurich Region;Other African countries;105;288
2020-11-01;Zurich Region;Bahrain;4;21
2020-11-01;Zurich Region;Israel;61;216
2020-11-01;Zurich Region;India;57;202
2020-11-01;Zurich Region;Japan;85;217
2020-11-01;Zurich Region;Other South-East Asian countries;104;305
2020-11-01;Zurich Region;Qatar;194;396
2020-11-01;Zurich Region;Kuwait;14;73
2020-11-01;Zurich Region;Australia;73;196
2020-11-01;Zurich Region;China;146;372
2020-11-01;Zurich Region;Hong Kong;33;56
2020-11-01;Zurich Region;Indonesia;6;14
2020-11-01;Zurich Region;South Korea;22;98
2020-11-01;Zurich Region;Malaysia;17;100
2020-11-01;Zurich Region;Philippines;14;100
2020-11-01;Zurich Region;New Zealand, Oceania;12;18
2020-11-01;Zurich Region;Singapore;299;347
2020-11-01;Zurich Region;Oman;7;12
2020-11-01;Zurich Region;Taiwan (Chinese Taipei);8;34
2020-11-01;Zurich Region;Thailand;42;176
2020-11-01;Zurich Region;Other West Asian countries;61;97
2020-11-01;Zurich Region;Estonia;214;373
2020-11-01;Zurich Region;Latvia;36;103
2020-11-01;Zurich Region;Lithuania;43;69
2020-11-01;Zurich Region;Saudi Arabia;35;84
2020-11-01;Zurich Region;United Arab Emirates;277;432
2020-11-01;Zurich Region;Croatia;61;119
2020-11-01;Zurich Region;Romania;279;1058
2020-11-01;Zurich Region;Russia;292;1013
2020-11-01;Zurich Region;Slovakia;100;452
2020-11-01;Zurich Region;Slovenia;39;110
2020-11-01;Zurich Region;Czechia;86;237
2020-11-01;Zurich Region;Ukraine;111;327
2020-11-01;Zurich Region;Serbia;56;139
2020-11-01;Lucerne / Lake Lucerne;Switzerland;46543;91870
2020-11-01;Lucerne / Lake Lucerne;Germany;1594;5130
2020-11-01;Lucerne / Lake Lucerne;France;650;1267
2020-11-01;Lucerne / Lake Lucerne;Italy;568;1545
2020-11-01;Lucerne / Lake Lucerne;Austria;324;985
2020-11-01;Lucerne / Lake Lucerne;United Kingdom;196;591
2020-11-01;Lucerne / Lake Lucerne;Irland;55;136
2020-11-01;Lucerne / Lake Lucerne;Netherlands;211;400
2020-11-01;Lucerne / Lake Lucerne;Belgium;139;221
2020-11-01;Lucerne / Lake Lucerne;Luxembourg;81;203
2020-11-01;Lucerne / Lake Lucerne;Denmark;40;67
2020-11-01;Lucerne / Lake Lucerne;Sweden;31;95
2020-11-01;Lucerne / Lake Lucerne;Norway;3;8
2020-11-01;Lucerne / Lake Lucerne;Finland;15;90
2020-11-01;Lucerne / Lake Lucerne;Spain;39;97
2020-11-01;Lucerne / Lake Lucerne;Portugal;32;126
2020-11-01;Lucerne / Lake Lucerne;Greece;24;118
2020-11-01;Lucerne / Lake Lucerne;Turkey;8;25
2020-11-01;Lucerne / Lake Lucerne;Other European countries;54;261
2020-11-01;Lucerne / Lake Lucerne;Liechtenstein;66;125
2020-11-01;Lucerne / Lake Lucerne;Poland;88;625
2020-11-01;Lucerne / Lake Lucerne;Hungary;25;189
2020-11-01;Lucerne / Lake Lucerne;Bulgaria;18;75
2020-11-01;Lucerne / Lake Lucerne;Malta;7;18
2020-11-01;Lucerne / Lake Lucerne;Cyprus;3;11
2020-11-01;Lucerne / Lake Lucerne;Chile;1;1
2020-11-01;Lucerne / Lake Lucerne;United States;100;238
2020-11-01;Lucerne / Lake Lucerne;Canada;20;37
2020-11-01;Lucerne / Lake Lucerne;Mexico;3;3
2020-11-01;Lucerne / Lake Lucerne;Brazil;11;15
2020-11-01;Lucerne / Lake Lucerne;Argentina;3;8
2020-11-01;Lucerne / Lake Lucerne;Other South American countries;3;3
2020-11-01;Lucerne / Lake Lucerne;Other Central American countries;4;12
2020-11-01;Lucerne / Lake Lucerne;Egypt;5;5
2020-11-01;Lucerne / Lake Lucerne;Other North African countries;9;61
2020-11-01;Lucerne / Lake Lucerne;South Africa;1;29
2020-11-01;Lucerne / Lake Lucerne;Other African countries;21;61
2020-11-01;Lucerne / Lake Lucerne;Israel;9;26
2020-11-01;Lucerne / Lake Lucerne;India;6;151
2020-11-01;Lucerne / Lake Lucerne;Japan;12;62
2020-11-01;Lucerne / Lake Lucerne;Other South-East Asian countries;37;38
2020-11-01;Lucerne / Lake Lucerne;Qatar;15;235
2020-11-01;Lucerne / Lake Lucerne;Australia;11;44
2020-11-01;Lucerne / Lake Lucerne;China;13;15
2020-11-01;Lucerne / Lake Lucerne;Hong Kong;13;47
2020-11-01;Lucerne / Lake Lucerne;South Korea;9;97
2020-11-01;Lucerne / Lake Lucerne;Malaysia;5;6
2020-11-01;Lucerne / Lake Lucerne;Philippines;1;2
2020-11-01;Lucerne / Lake Lucerne;Singapore;5;9
2020-11-01;Lucerne / Lake Lucerne;Oman;1;6
2020-11-01;Lucerne / Lake Lucerne;Taiwan (Chinese Taipei);1;1
2020-11-01;Lucerne / Lake Lucerne;Thailand;3;106
2020-11-01;Lucerne / Lake Lucerne;Other West Asian countries;22;24
2020-11-01;Lucerne / Lake Lucerne;Estonia;99;332
2020-11-01;Lucerne / Lake Lucerne;Latvia;7;11
2020-11-01;Lucerne / Lake Lucerne;Lithuania;13;13
2020-11-01;Lucerne / Lake Lucerne;Saudi Arabia;5;9
2020-11-01;Lucerne / Lake Lucerne;United Arab Emirates;8;14
2020-11-01;Lucerne / Lake Lucerne;Croatia;4;71
2020-11-01;Lucerne / Lake Lucerne;Romania;21;41
2020-11-01;Lucerne / Lake Lucerne;Russia;75;388
2020-11-01;Lucerne / Lake Lucerne;Slovakia;13;65
2020-11-01;Lucerne / Lake Lucerne;Slovenia;6;6
2020-11-01;Lucerne / Lake Lucerne;Czechia;9;24
2020-11-01;Lucerne / Lake Lucerne;Ukraine;50;193
2020-11-01;Lucerne / Lake Lucerne;Serbia;9;26
2020-11-01;Basel Region;Switzerland;13100;24688
2020-11-01;Basel Region;Germany;1868;3533
2020-11-01;Basel Region;France;705;1070
2020-11-01;Basel Region;Italy;302;741
2020-11-01;Basel Region;Austria;167;441
2020-11-01;Basel Region;United Kingdom;215;491
2020-11-01;Basel Region;Irland;48;106
2020-11-01;Basel Region;Netherlands;379;882
2020-11-01;Basel Region;Belgium;95;131
2020-11-01;Basel Region;Luxembourg;62;77
2020-11-01;Basel Region;Denmark;24;76
2020-11-01;Basel Region;Sweden;37;88
2020-11-01;Basel Region;Norway;8;40
2020-11-01;Basel Region;Finland;13;21
2020-11-01;Basel Region;Spain;104;360
2020-11-01;Basel Region;Portugal;42;76
2020-11-01;Basel Region;Greece;12;128
2020-11-01;Basel Region;Turkey;41;225
2020-11-01;Basel Region;Other European countries;97;239
2020-11-01;Basel Region;Liechtenstein;14;25
2020-11-01;Basel Region;Poland;98;518
2020-11-01;Basel Region;Hungary;46;141
2020-11-01;Basel Region;Belarus;1;4
2020-11-01;Basel Region;Bulgaria;38;164
2020-11-01;Basel Region;Malta;75;114
2020-11-01;Basel Region;Cyprus;2;8
2020-11-01;Basel Region;Chile;1;1
2020-11-01;Basel Region;United States;154;405
2020-11-01;Basel Region;Canada;33;98
2020-11-01;Basel Region;Mexico;4;4
2020-11-01;Basel Region;Brazil;21;39
2020-11-01;Basel Region;Other South American countries;9;53
2020-11-01;Basel Region;Other Central American countries;14;19
2020-11-01;Basel Region;Egypt;3;3
2020-11-01;Basel Region;Other North African countries;7;16
2020-11-01;Basel Region;South Africa;0;2
2020-11-01;Basel Region;Other African countries;21;48
2020-11-01;Basel Region;Bahrain;3;15
2020-11-01;Basel Region;Israel;6;42
2020-11-01;Basel Region;India;6;137
2020-11-01;Basel Region;Japan;18;117
2020-11-01;Basel Region;Other South-East Asian countries;5;9
2020-11-01;Basel Region;Qatar;12;71
2020-11-01;Basel Region;Australia;7;9
2020-11-01;Basel Region;China;7;86
2020-11-01;Basel Region;Hong Kong;1;21
2020-11-01;Basel Region;Indonesia;1;28
2020-11-01;Basel Region;South Korea;6;42
2020-11-01;Basel Region;Malaysia;4;32
2020-11-01;Basel Region;Philippines;2;3
2020-11-01;Basel Region;New Zealand, Oceania;1;30
2020-11-01;Basel Region;Singapore;6;16
2020-11-01;Basel Region;Oman;3;7
2020-11-01;Basel Region;Taiwan (Chinese Taipei);7;17
2020-11-01;Basel Region;Thailand;4;6
2020-11-01;Basel Region;Other West Asian countries;3;13
2020-11-01;Basel Region;Estonia;35;65
2020-11-01;Basel Region;Latvia;8;14
2020-11-01;Basel Region;Lithuania;4;66
2020-11-01;Basel Region;Saudi Arabia;4;40
2020-11-01;Basel Region;United Arab Emirates;1;22
2020-11-01;Basel Region;Croatia;6;6
2020-11-01;Basel Region;Romania;54;142
2020-11-01;Basel Region;Russia;46;256
2020-11-01;Basel Region;Slovakia;18;52
2020-11-01;Basel Region;Slovenia;5;15
2020-11-01;Basel Region;Czechia;11;55
2020-11-01;Basel Region;Ukraine;8;15
2020-11-01;Basel Region;Serbia;4;6
2020-11-01;Bern Region;Switzerland;58449;105696
2020-11-01;Bern Region;Germany;1453;3553
2020-11-01;Bern Region;France;1053;1801
2020-11-01;Bern Region;Italy;301;651
2020-11-01;Bern Region;Austria;212;504
2020-11-01;Bern Region;United Kingdom;165;399
2020-11-01;Bern Region;Irland;17;36
2020-11-01;Bern Region;Netherlands;120;243
2020-11-01;Bern Region;Belgium;84;157
2020-11-01;Bern Region;Luxembourg;55;145
2020-11-01;Bern Region;Denmark;25;63
2020-11-01;Bern Region;Sweden;27;45
2020-11-01;Bern Region;Norway;9;18
2020-11-01;Bern Region;Finland;12;27
2020-11-01;Bern Region;Spain;97;286
2020-11-01;Bern Region;Portugal;36;80
2020-11-01;Bern Region;Greece;18;81
2020-11-01;Bern Region;Turkey;10;12
2020-11-01;Bern Region;Other European countries;47;124
2020-11-01;Bern Region;Liechtenstein;45;70
2020-11-01;Bern Region;Iceland;2;10
2020-11-01;Bern Region;Poland;128;517
2020-11-01;Bern Region;Hungary;13;85
2020-11-01;Bern Region;Belarus;1;7
2020-11-01;Bern Region;Bulgaria;74;151
2020-11-01;Bern Region;Malta;10;22
2020-11-01;Bern Region;Cyprus;4;25
2020-11-01;Bern Region;Chile;3;4
2020-11-01;Bern Region;United States;115;359
2020-11-01;Bern Region;Canada;13;32
2020-11-01;Bern Region;Mexico;5;9
2020-11-01;Bern Region;Brazil;14;33
2020-11-01;Bern Region;Argentina;3;5
2020-11-01;Bern Region;Other South American countries;4;24
2020-11-01;Bern Region;Other Central American countries;13;26
2020-11-01;Bern Region;Egypt;2;25
2020-11-01;Bern Region;Other North African countries;15;24
2020-11-01;Bern Region;South Africa;4;4
2020-11-01;Bern Region;Other African countries;12;17
2020-11-01;Bern Region;Israel;7;33
2020-11-01;Bern Region;India;12;19
2020-11-01;Bern Region;Japan;30;91
2020-11-01;Bern Region;Other South-East Asian countries;7;17
2020-11-01;Bern Region;Qatar;5;9
2020-11-01;Bern Region;Kuwait;0;4
2020-11-01;Bern Region;Australia;23;69
2020-11-01;Bern Region;China;25;116
2020-11-01;Bern Region;Hong Kong;2;4
2020-11-01;Bern Region;Indonesia;3;6
2020-11-01;Bern Region;South Korea;9;13
2020-11-01;Bern Region;Malaysia;3;3
2020-11-01;Bern Region;Philippines;1;1
2020-11-01;Bern Region;New Zealand, Oceania;1;2
2020-11-01;Bern Region;Singapore;6;20
2020-11-01;Bern Region;Oman;1;3
2020-11-01;Bern Region;Taiwan (Chinese Taipei);5;22
2020-11-01;Bern Region;Thailand;10;18
2020-11-01;Bern Region;Other West Asian countries;47;133
2020-11-01;Bern Region;Estonia;40;158
2020-11-01;Bern Region;Latvia;6;7
2020-11-01;Bern Region;Lithuania;15;37
2020-11-01;Bern Region;Saudi Arabia;4;10
2020-11-01;Bern Region;United Arab Emirates;4;19
2020-11-01;Bern Region;Croatia;13;13
2020-11-01;Bern Region;Romania;57;124
2020-11-01;Bern Region;Russia;42;119
2020-11-01;Bern Region;Slovakia;22;80
2020-11-01;Bern Region;Slovenia;17;60
2020-11-01;Bern Region;Czechia;32;63
2020-11-01;Bern Region;Ukraine;18;28
2020-11-01;Bern Region;Serbia;8;16
2020-11-01;Jura & Three-Lakes;Switzerland;6277;11020
2020-11-01;Jura & Three-Lakes;Germany;374;1090
2020-11-01;Jura & Three-Lakes;France;772;1348
2020-11-01;Jura & Three-Lakes;Italy;178;531
2020-11-01;Jura & Three-Lakes;Austria;82;632
2020-11-01;Jura & Three-Lakes;United Kingdom;18;46
2020-11-01;Jura & Three-Lakes;Irland;1;20
2020-11-01;Jura & Three-Lakes;Netherlands;22;79
2020-11-01;Jura & Three-Lakes;Belgium;30;66
2020-11-01;Jura & Three-Lakes;Luxembourg;2;2
2020-11-01;Jura & Three-Lakes;Denmark;5;10
2020-11-01;Jura & Three-Lakes;Sweden;2;2
2020-11-01;Jura & Three-Lakes;Finland;11;94
2020-11-01;Jura & Three-Lakes;Spain;20;40
2020-11-01;Jura & Three-Lakes;Portugal;32;61
2020-11-01;Jura & Three-Lakes;Greece;1;1
2020-11-01;Jura & Three-Lakes;Turkey;4;8
2020-11-01;Jura & Three-Lakes;Other European countries;72;145
2020-11-01;Jura & Three-Lakes;Liechtenstein;14;20
2020-11-01;Jura & Three-Lakes;Iceland;2;6
2020-11-01;Jura & Three-Lakes;Poland;64;446
2020-11-01;Jura & Three-Lakes;Hungary;3;5
2020-11-01;Jura & Three-Lakes;Bulgaria;4;4
2020-11-01;Jura & Three-Lakes;United States;47;107
2020-11-01;Jura & Three-Lakes;Canada;3;36
2020-11-01;Jura & Three-Lakes;Mexico;1;3
2020-11-01;Jura & Three-Lakes;Brazil;3;3
2020-11-01;Jura & Three-Lakes;Other South American countries;1;1
2020-11-01;Jura & Three-Lakes;Other North African countries;5;34
2020-11-01;Jura & Three-Lakes;Other African countries;10;10
2020-11-01;Jura & Three-Lakes;Israel;1;1
2020-11-01;Jura & Three-Lakes;Japan;10;24
2020-11-01;Jura & Three-Lakes;Other South-East Asian countries;3;3
2020-11-01;Jura & Three-Lakes;Australia;2;3
2020-11-01;Jura & Three-Lakes;China;1;30
2020-11-01;Jura & Three-Lakes;Thailand;2;2
2020-11-01;Jura & Three-Lakes;Lithuania;1;1
2020-11-01;Jura & Three-Lakes;Saudi Arabia;1;2
2020-11-01;Jura & Three-Lakes;Croatia;7;24
2020-11-01;Jura & Three-Lakes;Romania;9;40
2020-11-01;Jura & Three-Lakes;Russia;11;19
2020-11-01;Jura & Three-Lakes;Slovenia;4;5
2020-11-01;Jura & Three-Lakes;Czechia;9;18
2020-11-01;Jura & Three-Lakes;Ukraine;3;3
2020-11-01;Vaud;Switzerland;17340;36567
2020-11-01;Vaud;Germany;457;1386
2020-11-01;Vaud;France;2303;5248
2020-11-01;Vaud;Italy;657;1764
2020-11-01;Vaud;Austria;92;173
2020-11-01;Vaud;United Kingdom;221;583
2020-11-01;Vaud;Irland;16;91
2020-11-01;Vaud;Netherlands;116;293
2020-11-01;Vaud;Belgium;137;275
2020-11-01;Vaud;Luxembourg;35;72
2020-11-01;Vaud;Denmark;11;11
2020-11-01;Vaud;Sweden;25;51
2020-11-01;Vaud;Norway;10;20
2020-11-01;Vaud;Finland;9;22
2020-11-01;Vaud;Spain;181;518
2020-11-01;Vaud;Portugal;136;484
2020-11-01;Vaud;Greece;25;84
2020-11-01;Vaud;Turkey;14;43
2020-11-01;Vaud;Other European countries;82;225
2020-11-01;Vaud;Liechtenstein;15;41
2020-11-01;Vaud;Iceland;1;1
2020-11-01;Vaud;Poland;91;312
2020-11-01;Vaud;Hungary;2;4
2020-11-01;Vaud;Belarus;15;28
2020-11-01;Vaud;Bulgaria;15;98
2020-11-01;Vaud;Malta;2;6
2020-11-01;Vaud;Cyprus;2;9
2020-11-01;Vaud;Chile;8;67
2020-11-01;Vaud;United States;153;337
2020-11-01;Vaud;Canada;12;77
2020-11-01;Vaud;Mexico;6;28
2020-11-01;Vaud;Brazil;26;41
2020-11-01;Vaud;Argentina;3;3
2020-11-01;Vaud;Other South American countries;14;16
2020-11-01;Vaud;Other Central American countries;12;35
2020-11-01;Vaud;Egypt;9;105
2020-11-01;Vaud;Other North African countries;21;161
2020-11-01;Vaud;Other African countries;40;316
2020-11-01;Vaud;India;8;48
2020-11-01;Vaud;Japan;8;16
2020-11-01;Vaud;Other South-East Asian countries;23;55
2020-11-01;Vaud;Qatar;5;30
2020-11-01;Vaud;Kuwait;5;54
2020-11-01;Vaud;Australia;1;30
2020-11-01;Vaud;China;34;183
2020-11-01;Vaud;Hong Kong;8;8
2020-11-01;Vaud;Indonesia;2;2
2020-11-01;Vaud;South Korea;8;20
2020-11-01;Vaud;Malaysia;1;2
2020-11-01;Vaud;Philippines;2;31
2020-11-01;Vaud;Singapore;3;15
2020-11-01;Vaud;Oman;1;1
2020-11-01;Vaud;Thailand;6;9
2020-11-01;Vaud;Other West Asian countries;19;75
2020-11-01;Vaud;Estonia;6;19
2020-11-01;Vaud;Latvia;3;6
2020-11-01;Vaud;Lithuania;15;43
2020-11-01;Vaud;Saudi Arabia;5;65
2020-11-01;Vaud;United Arab Emirates;4;57
2020-11-01;Vaud;Croatia;11;83
2020-11-01;Vaud;Romania;73;165
2020-11-01;Vaud;Russia;109;422
2020-11-01;Vaud;Slovakia;7;41
2020-11-01;Vaud;Slovenia;1;2
2020-11-01;Vaud;Czechia;16;49
2020-11-01;Vaud;Ukraine;26;74
2020-11-01;Vaud;Serbia;10;12
2020-11-01;Geneva;Switzerland;8892;22655
2020-11-01;Geneva;Germany;556;916
2020-11-01;Geneva;France;3228;5990
2020-11-01;Geneva;Italy;782;1858
2020-11-01;Geneva;Austria;116;229
2020-11-01;Geneva;United Kingdom;577;1451
2020-11-01;Geneva;Irland;46;171
2020-11-01;Geneva;Netherlands;232;397
2020-11-01;Geneva;Belgium;186;401
2020-11-01;Geneva;Luxembourg;41;69
2020-11-01;Geneva;Denmark;33;44
2020-11-01;Geneva;Sweden;44;81
2020-11-01;Geneva;Norway;14;64
2020-11-01;Geneva;Finland;38;140
2020-11-01;Geneva;Spain;346;881
2020-11-01;Geneva;Portugal;290;644
2020-11-01;Geneva;Greece;44;104
2020-11-01;Geneva;Turkey;51;124
2020-11-01;Geneva;Other European countries;128;308
2020-11-01;Geneva;Liechtenstein;6;7
2020-11-01;Geneva;Iceland;1;1
2020-11-01;Geneva;Poland;257;297
2020-11-01;Geneva;Hungary;31;60
2020-11-01;Geneva;Belarus;6;6
2020-11-01;Geneva;Bulgaria;51;123
2020-11-01;Geneva;Malta;56;67
2020-11-01;Geneva;Cyprus;3;9
2020-11-01;Geneva;Chile;2;12
2020-11-01;Geneva;United States;285;836
2020-11-01;Geneva;Canada;40;126
2020-11-01;Geneva;Mexico;8;9
2020-11-01;Geneva;Brazil;74;243
2020-11-01;Geneva;Argentina;8;18
2020-11-01;Geneva;Other South American countries;62;125
2020-11-01;Geneva;Other Central American countries;28;111
2020-11-01;Geneva;Egypt;32;63
2020-11-01;Geneva;Other North African countries;63;320
2020-11-01;Geneva;South Africa;15;41
2020-11-01;Geneva;Other African countries;247;1163
2020-11-01;Geneva;Bahrain;2;5
2020-11-01;Geneva;Israel;16;51
2020-11-01;Geneva;India;24;142
2020-11-01;Geneva;Japan;22;58
2020-11-01;Geneva;Other South-East Asian countries;88;209
2020-11-01;Geneva;Qatar;6;14
2020-11-01;Geneva;Kuwait;4;17
2020-11-01;Geneva;Australia;33;98
2020-11-01;Geneva;China;27;35
2020-11-01;Geneva;Hong Kong;6;59
2020-11-01;Geneva;Indonesia;6;15
2020-11-01;Geneva;South Korea;7;8
2020-11-01;Geneva;Malaysia;5;19
2020-11-01;Geneva;Philippines;38;67
2020-11-01;Geneva;New Zealand, Oceania;19;49
2020-11-01;Geneva;Singapore;10;162
2020-11-01;Geneva;Taiwan (Chinese Taipei);4;8
2020-11-01;Geneva;Thailand;22;116
