MONTH;REGION;COUNTRYOFRESIDENCE;ARRIVALS;HOTELNIGHTS
2025-12-01;Zurich Region;Italy;10732;19785
2025-12-01;Zurich Region;Austria;4306;7433
2025-12-01;Zurich Region;United Kingdom;13140;25712
2025-12-01;Zurich Region;Irland;1554;3239
2025-12-01;Zurich Region;Netherlands;3804;7057
2025-12-01;Zurich Region;Belgium;1882;3430
2025-12-01;Zurich Region;Luxembourg;711;1412
2025-12-01;Zurich Region;Denmark;582;1143
2025-12-01;Zurich Region;Sweden;1062;1952
2025-12-01;Zurich Region;Norway;560;1104
2025-12-01;Zurich Region;Finland;612;1162
2025-12-01;Zurich Region;Spain;6546;11931
2025-12-01;Zurich Region;Portugal;3171;6221
2025-12-01;Zurich Region;Greece;2958;7622
2025-12-01;Zurich Region;Turkey;3004;6239
2025-12-01;Zurich Region;Other European countries;2569;3881
2025-12-01;Zurich Region;Liechtenstein;457;535
2025-12-01;Zurich Region;Iceland;134;287
2025-12-01;Zurich Region;Poland;1792;4155
2025-12-01;Zurich Region;Hungary;560;1167
2025-12-01;Zurich Region;Belarus;91;155
2025-12-01;Zurich Region;Bulgaria;564;1090
2025-12-01;Zurich Region;Malta;344;779
2025-12-01;Zurich Region;Cyprus;484;1316
2025-12-01;Zurich Region;Chile;193;382
2025-12-01;Zurich Region;United States;40834;77851
2025-12-01;Zurich Region;Canada;2872;5669
2025-12-01;Zurich Region;Mexico;2929;5880
2025-12-01;Zurich Region;Brazil;5428;11621
2025-12-01;Zurich Region;Argentina;474;1048
2025-12-01;Zurich Region;Other South American countries;1639;3215
2025-12-01;Zurich Region;Other Central American countries;1665;3573
2025-12-01;Zurich Region;Egypt;634;1620
2025-12-01;Zurich Region;Other North African countries;400;883
2025-12-01;Zurich Region;South Africa;861;1831
2025-12-01;Zurich Region;Other African countries;699;1526
2025-12-01;Zurich Region;Bahrain;109;281
2025-12-01;Zurich Region;Israel;3014;5795
2025-12-01;Zurich Region;India;5768;12089
2025-12-01;Zurich Region;Japan;2242;3549
2025-12-01;Zurich Region;Other South-East Asian countries;1790;3399
2025-12-01;Zurich Region;Qatar;434;1263
2025-12-01;Zurich Region;Kuwait;222;550
2025-12-01;Zurich Region;Australia;7007;14081
2025-12-01;Zurich Region;China;5196;8474
2025-12-01;Zurich Region;Hong Kong;1377;2298
2025-12-01;Zurich Region;Indonesia;2095;3905
2025-12-01;Zurich Region;South Korea;1031;1543
2025-12-01;Zurich Region;Malaysia;2947;5369
2025-12-01;Zurich Region;Philippines;1629;3796
2025-12-01;Zurich Region;New Zealand, Oceania;636;1250
2025-12-01;Zurich Region;Singapore;5425;10961
2025-12-01;Zurich Region;Oman;204;367
2025-12-01;Zurich Region;Taiwan (Chinese Taipei);596;1126
2025-12-01;Zurich Region;Thailand;2190;3593
2025-12-01;Zurich Region;Other West Asian countries;910;1876
2025-12-01;Zurich Region;Estonia;122;255
2025-12-01;Zurich Region;Latvia;237;519
2025-12-01;Zurich Region;Lithuania;289;584
2025-12-01;Zurich Region;Saudi Arabia;877;2326
2025-12-01;Zurich Region;United Arab Emirates;3784;7183
2025-12-01;Zurich Region;Croatia;428;896
2025-12-01;Zurich Region;Romania;988;2249
2025-12-01;Zurich Region;Russia;915;1931
2025-12-01;Zurich Region;Slovakia;295;602
2025-12-01;Zurich Region;Slovenia;213;442
2025-12-01;Zurich Region;Czechia;803;1383
2025-12-01;Zurich Region;Ukraine;1284;2454
2025-12-01;Zurich Region;Serbia;382;773
2025-12-01;Lucerne / Lake Lucerne;Switzerland;72792;138540
2025-12-01;Lucerne / Lake Lucerne;Germany;11101;24596
2025-12-01;Lucerne / Lake Lucerne;France;2613;4788
2025-12-01;Lucerne / Lake Lucerne;Italy;5224;7610
2025-12-01;Lucerne / Lake Lucerne;Austria;746;1691
2025-12-01;Lucerne / Lake Lucerne;United Kingdom;3861;9105
2025-12-01;Lucerne / Lake Lucerne;Irland;344;747
2025-12-01;Lucerne / Lake Lucerne;Netherlands;2062;4462
2025-12-01;Lucerne / Lake Lucerne;Belgium;1135;2399
2025-12-01;Lucerne / Lake Lucerne;Luxembourg;651;1539
2025-12-01;Lucerne / Lake Lucerne;Denmark;233;562
2025-12-01;Lucerne / Lake Lucerne;Sweden;335;950
2025-12-01;Lucerne / Lake Lucerne;Norway;211;441
2025-12-01;Lucerne / Lake Lucerne;Finland;100;237
2025-12-01;Lucerne / Lake Lucerne;Spain;1596;2870
2025-12-01;Lucerne / Lake Lucerne;Portugal;709;1316
2025-12-01;Lucerne / Lake Lucerne;Greece;814;1604
2025-12-01;Lucerne / Lake Lucerne;Turkey;370;746
2025-12-01;Lucerne / Lake Lucerne;Other European countries;282;581
2025-12-01;Lucerne / Lake Lucerne;Liechtenstein;116;177
2025-12-01;Lucerne / Lake Lucerne;Iceland;58;142
2025-12-01;Lucerne / Lake Lucerne;Poland;413;1132
2025-12-01;Lucerne / Lake Lucerne;Hungary;156;423
2025-12-01;Lucerne / Lake Lucerne;Belarus;32;50
2025-12-01;Lucerne / Lake Lucerne;Bulgaria;102;219
2025-12-01;Lucerne / Lake Lucerne;Malta;301;544
2025-12-01;Lucerne / Lake Lucerne;Cyprus;110;275
2025-12-01;Lucerne / Lake Lucerne;Chile;50;96
2025-12-01;Lucerne / Lake Lucerne;United States;15573;33898
2025-12-01;Lucerne / Lake Lucerne;Canada;713;1460
2025-12-01;Lucerne / Lake Lucerne;Mexico;1187;2534
2025-12-01;Lucerne / Lake Lucerne;Brazil;1853;4164
2025-12-01;Lucerne / Lake Lucerne;Argentina;124;206
2025-12-01;Lucerne / Lake Lucerne;Other South American countries;420;844
2025-12-01;Lucerne / Lake Lucerne;Other Central American countries;441;918
2025-12-01;Lucerne / Lake Lucerne;Egypt;100;317
2025-12-01;Lucerne / Lake Lucerne;Other North African countries;90;194
2025-12-01;Lucerne / Lake Lucerne;South Africa;351;719
2025-12-01;Lucerne / Lake Lucerne;Other African countries;158;433
2025-12-01;Lucerne / Lake Lucerne;Bahrain;28;91
2025-12-01;Lucerne / Lake Lucerne;Israel;735;1705
2025-12-01;Lucerne / Lake Lucerne;India;2389;5384
2025-12-01;Lucerne / Lake Lucerne;Japan;385;745
2025-12-01;Lucerne / Lake Lucerne;Other South-East Asian countries;847;1324
2025-12-01;Lucerne / Lake Lucerne;Qatar;194;545
2025-12-01;Lucerne / Lake Lucerne;Kuwait;83;195
2025-12-01;Lucerne / Lake Lucerne;Australia;3333;7526
2025-12-01;Lucerne / Lake Lucerne;China;3934;5123
2025-12-01;Lucerne / Lake Lucerne;Hong Kong;594;1030
2025-12-01;Lucerne / Lake Lucerne;Indonesia;872;1668
2025-12-01;Lucerne / Lake Lucerne;South Korea;1161;1629
2025-12-01;Lucerne / Lake Lucerne;Malaysia;1525;2820
2025-12-01;Lucerne / Lake Lucerne;Philippines;643;1397
2025-12-01;Lucerne / Lake Lucerne;New Zealand, Oceania;219;549
2025-12-01;Lucerne / Lake Lucerne;Singapore;2661;5439
2025-12-01;Lucerne / Lake Lucerne;Oman;47;280
2025-12-01;Lucerne / Lake Lucerne;Taiwan (Chinese Taipei);1245;1510
2025-12-01;Lucerne / Lake Lucerne;Thailand;1016;1573
2025-12-01;Lucerne / Lake Lucerne;Other West Asian countries;222;394
2025-12-01;Lucerne / Lake Lucerne;Estonia;39;78
2025-12-01;Lucerne / Lake Lucerne;Latvia;64;156
2025-12-01;Lucerne / Lake Lucerne;Lithuania;66;119
2025-12-01;Lucerne / Lake Lucerne;Saudi Arabia;403;1176
2025-12-01;Lucerne / Lake Lucerne;United Arab Emirates;972;2834
2025-12-01;Lucerne / Lake Lucerne;Croatia;130;260
2025-12-01;Lucerne / Lake Lucerne;Romania;363;945
2025-12-01;Lucerne / Lake Lucerne;Russia;209;422
2025-12-01;Lucerne / Lake Lucerne;Slovakia;103;242
2025-12-01;Lucerne / Lake Lucerne;Slovenia;99;255
2025-12-01;Lucerne / Lake Lucerne;Czechia;292;643
2025-12-01;Lucerne / Lake Lucerne;Ukraine;482;1055
2025-12-01;Lucerne / Lake Lucerne;Serbia;58;126
2025-12-01;Basel Region;Switzerland;49177;74855
2025-12-01;Basel Region;Germany;11146;19714
2025-12-01;Basel Region;France;4331;7042
2025-12-01;Basel Region;Italy;6479;12271
2025-12-01;Basel Region;Austria;720;1361
2025-12-01;Basel Region;United Kingdom;5629;11509
2025-12-01;Basel Region;Irland;626;1389
2025-12-01;Basel Region;Netherlands;2026;3194
2025-12-01;Basel Region;Belgium;907;1352
2025-12-01;Basel Region;Luxembourg;435;632
2025-12-01;Basel Region;Denmark;287;513
2025-12-01;Basel Region;Sweden;300;557
2025-12-01;Basel Region;Norway;104;244
2025-12-01;Basel Region;Finland;81;172
2025-12-01;Basel Region;Spain;4697;9297
2025-12-01;Basel Region;Portugal;2641;4605
2025-12-01;Basel Region;Greece;655;1429
2025-12-01;Basel Region;Turkey;2622;4926
2025-12-01;Basel Region;Other European countries;592;1029
2025-12-01;Basel Region;Liechtenstein;89;114
2025-12-01;Basel Region;Iceland;17;34
2025-12-01;Basel Region;Poland;991;2057
2025-12-01;Basel Region;Hungary;466;858
2025-12-01;Basel Region;Belarus;39;54
2025-12-01;Basel Region;Bulgaria;253;511
2025-12-01;Basel Region;Malta;179;441
2025-12-01;Basel Region;Cyprus;381;747
2025-12-01;Basel Region;Chile;72;115
2025-12-01;Basel Region;United States;10329;19826
2025-12-01;Basel Region;Canada;566;1161
2025-12-01;Basel Region;Mexico;252;531
2025-12-01;Basel Region;Brazil;459;879
2025-12-01;Basel Region;Argentina;126;323
2025-12-01;Basel Region;Other South American countries;187;298
2025-12-01;Basel Region;Other Central American countries;167;310
2025-12-01;Basel Region;Egypt;102;232
2025-12-01;Basel Region;Other North African countries;177;382
2025-12-01;Basel Region;South Africa;110;265
2025-12-01;Basel Region;Other African countries;80;212
2025-12-01;Basel Region;Bahrain;8;30
2025-12-01;Basel Region;Israel;345;646
2025-12-01;Basel Region;India;566;1336
2025-12-01;Basel Region;Japan;366;606
2025-12-01;Basel Region;Other South-East Asian countries;240;372
2025-12-01;Basel Region;Qatar;27;53
2025-12-01;Basel Region;Kuwait;25;92
2025-12-01;Basel Region;Australia;1163;2224
2025-12-01;Basel Region;China;519;1038
2025-12-01;Basel Region;Hong Kong;78;204
2025-12-01;Basel Region;Indonesia;120;190
2025-12-01;Basel Region;South Korea;232;362
2025-12-01;Basel Region;Malaysia;155;379
2025-12-01;Basel Region;Philippines;130;418
2025-12-01;Basel Region;New Zealand, Oceania;152;276
2025-12-01;Basel Region;Singapore;331;716
2025-12-01;Basel Region;Oman;32;96
2025-12-01;Basel Region;Taiwan (Chinese Taipei);101;170
2025-12-01;Basel Region;Thailand;187;313
2025-12-01;Basel Region;Other West Asian countries;295;670
2025-12-01;Basel Region;Estonia;29;62
2025-12-01;Basel Region;Latvia;31;52
2025-12-01;Basel Region;Lithuania;50;82
2025-12-01;Basel Region;Saudi Arabia;108;326
2025-12-01;Basel Region;United Arab Emirates;366;807
2025-12-01;Basel Region;Croatia;288;638
2025-12-01;Basel Region;Romania;1244;2709
2025-12-01;Basel Region;Russia;218;417
2025-12-01;Basel Region;Slovakia;187;335
2025-12-01;Basel Region;Slovenia;83;162
2025-12-01;Basel Region;Czechia;232;414
2025-12-01;Basel Region;Ukraine;452;880
2025-12-01;Basel Region;Serbia;260;653
2025-12-01;Bern Region;Switzerland;101773;187437
2025-12-01;Bern Region;Germany;13842;34070
2025-12-01;Bern Region;France;5554;10774
2025-12-01;Bern Region;Italy;4773;8350
2025-12-01;Bern Region;Austria;801;1701
2025-12-01;Bern Region;United Kingdom;6296;18748
2025-12-01;Bern Region;Irland;566;1290
2025-12-01;Bern Region;Netherlands;3367;10144
2025-12-01;Bern Region;Belgium;1334;3559
2025-12-01;Bern Region;Luxembourg;748;2421
2025-12-01;Bern Region;Denmark;302;677
2025-12-01;Bern Region;Sweden;292;662
2025-12-01;Bern Region;Norway;89;224
2025-12-01;Bern Region;Finland;102;256
2025-12-01;Bern Region;Spain;2788;5665
2025-12-01;Bern Region;Portugal;854;1688
2025-12-01;Bern Region;Greece;678;1806
2025-12-01;Bern Region;Turkey;667;1428
2025-12-01;Bern Region;Other European countries;367;960
2025-12-01;Bern Region;Liechtenstein;82;139
2025-12-01;Bern Region;Iceland;19;42
2025-12-01;Bern Region;Poland;484;1219
2025-12-01;Bern Region;Hungary;196;576
2025-12-01;Bern Region;Belarus;44;84
2025-12-01;Bern Region;Bulgaria;148;443
2025-12-01;Bern Region;Malta;159;383
2025-12-01;Bern Region;Cyprus;124;319
2025-12-01;Bern Region;Chile;53;101
2025-12-01;Bern Region;United States;10131;25981
2025-12-01;Bern Region;Canada;737;1702
2025-12-01;Bern Region;Mexico;1061;2321
2025-12-01;Bern Region;Brazil;2436;5865
2025-12-01;Bern Region;Argentina;154;323
2025-12-01;Bern Region;Other South American countries;474;939
2025-12-01;Bern Region;Other Central American countries;534;1144
2025-12-01;Bern Region;Egypt;159;394
2025-12-01;Bern Region;Other North African countries;324;746
2025-12-01;Bern Region;South Africa;426;1146
2025-12-01;Bern Region;Other African countries;259;588
2025-12-01;Bern Region;Bahrain;59;190
2025-12-01;Bern Region;Israel;672;1433
2025-12-01;Bern Region;India;3206;7680
2025-12-01;Bern Region;Japan;1123;1979
2025-12-01;Bern Region;Other South-East Asian countries;951;1826
2025-12-01;Bern Region;Qatar;195;493
2025-12-01;Bern Region;Kuwait;149;355
2025-12-01;Bern Region;Australia;3618;9347
2025-12-01;Bern Region;China;4504;7949
2025-12-01;Bern Region;Hong Kong;803;1587
2025-12-01;Bern Region;Indonesia;1942;3772
2025-12-01;Bern Region;South Korea;4520;7432
2025-12-01;Bern Region;Malaysia;2558;5100
2025-12-01;Bern Region;Philippines;998;2092
2025-12-01;Bern Region;New Zealand, Oceania;225;530
2025-12-01;Bern Region;Singapore;4200;9645
2025-12-01;Bern Region;Oman;83;198
2025-12-01;Bern Region;Taiwan (Chinese Taipei);2082;2948
2025-12-01;Bern Region;Thailand;1772;3215
2025-12-01;Bern Region;Other West Asian countries;367;816
2025-12-01;Bern Region;Estonia;145;484
2025-12-01;Bern Region;Latvia;74;115
2025-12-01;Bern Region;Lithuania;135;270
2025-12-01;Bern Region;Saudi Arabia;851;2231
2025-12-01;Bern Region;United Arab Emirates;1510;3942
2025-12-01;Bern Region;Croatia;106;252
2025-12-01;Bern Region;Romania;409;952
2025-12-01;Bern Region;Russia;251;605
2025-12-01;Bern Region;Slovakia;95;204
2025-12-01;Bern Region;Slovenia;86;152
2025-12-01;Bern Region;Czechia;259;519
2025-12-01;Bern Region;Ukraine;509;974
2025-12-01;Bern Region;Serbia;63;176
2025-12-01;Jura & Three-Lakes;Switzerland;14396;22075
2025-12-01;Jura & Three-Lakes;Germany;976;1807
2025-12-01;Jura & Three-Lakes;France;2164;3417
2025-12-01;Jura & Three-Lakes;Italy;502;1026
2025-12-01;Jura & Three-Lakes;Austria;97;209
2025-12-01;Jura & Three-Lakes;United Kingdom;144;271
2025-12-01;Jura & Three-Lakes;Irland;46;101
2025-12-01;Jura & Three-Lakes;Netherlands;160;259
2025-12-01;Jura & Three-Lakes;Belgium;167;280
2025-12-01;Jura & Three-Lakes;Luxembourg;38;56
2025-12-01;Jura & Three-Lakes;Denmark;34;62
2025-12-01;Jura & Three-Lakes;Sweden;22;49
2025-12-01;Jura & Three-Lakes;Norway;17;35
2025-12-01;Jura & Three-Lakes;Finland;23;48
2025-12-01;Jura & Three-Lakes;Spain;131;312
2025-12-01;Jura & Three-Lakes;Portugal;57;127
2025-12-01;Jura & Three-Lakes;Greece;5;23
2025-12-01;Jura & Three-Lakes;Turkey;31;55
2025-12-01;Jura & Three-Lakes;Other European countries;29;54
2025-12-01;Jura & Three-Lakes;Liechtenstein;11;16
2025-12-01;Jura & Three-Lakes;Iceland;4;8
2025-12-01;Jura & Three-Lakes;Poland;61;198
2025-12-01;Jura & Three-Lakes;Hungary;26;59
2025-12-01;Jura & Three-Lakes;Belarus;0;0
2025-12-01;Jura & Three-Lakes;Bulgaria;6;6
2025-12-01;Jura & Three-Lakes;Malta;11;25
2025-12-01;Jura & Three-Lakes;Cyprus;4;14
2025-12-01;Jura & Three-Lakes;Chile;1;4
2025-12-01;Jura & Three-Lakes;United States;210;632
2025-12-01;Jura & Three-Lakes;Canada;20;42
2025-12-01;Jura & Three-Lakes;Mexico;10;18
2025-12-01;Jura & Three-Lakes;Brazil;27;86
2025-12-01;Jura & Three-Lakes;Argentina;7;20
2025-12-01;Jura & Three-Lakes;Other South American countries;20;58
2025-12-01;Jura & Three-Lakes;Other Central American countries;7;20
2025-12-01;Jura & Three-Lakes;Egypt;3;7
2025-12-01;Jura & Three-Lakes;Other North African countries;20;39
2025-12-01;Jura & Three-Lakes;South Africa;7;14
2025-12-01;Jura & Three-Lakes;Other African countries;21;30
2025-12-01;Jura & Three-Lakes;Bahrain;1;1
2025-12-01;Jura & Three-Lakes;Israel;12;24
2025-12-01;Jura & Three-Lakes;India;21;101
2025-12-01;Jura & Three-Lakes;Japan;15;47
2025-12-01;Jura & Three-Lakes;Other South-East Asian countries;16;24
2025-12-01;Jura & Three-Lakes;Qatar;2;3
2025-12-01;Jura & Three-Lakes;Kuwait;7;12
2025-12-01;Jura & Three-Lakes;Australia;32;71
2025-12-01;Jura & Three-Lakes;China;37;189
2025-12-01;Jura & Three-Lakes;Hong Kong;20;65
2025-12-01;Jura & Three-Lakes;Indonesia;6;23
2025-12-01;Jura & Three-Lakes;South Korea;11;18
2025-12-01;Jura & Three-Lakes;Malaysia;19;42
2025-12-01;Jura & Three-Lakes;Philippines;2;6
2025-12-01;Jura & Three-Lakes;New Zealand, Oceania;8;16
2025-12-01;Jura & Three-Lakes;Singapore;20;23
2025-12-01;Jura & Three-Lakes;Oman;0;0
2025-12-01;Jura & Three-Lakes;Taiwan (Chinese Taipei);10;18
2025-12-01;Jura & Three-Lakes;Thailand;28;47
2025-12-01;Jura & Three-Lakes;Other West Asian countries;11;22
2025-12-01;Jura & Three-Lakes;Estonia;2;2
2025-12-01;Jura & Three-Lakes;Latvia;0;0
2025-12-01;Jura & Three-Lakes;Lithuania;3;9
2025-12-01;Jura & Three-Lakes;Saudi Arabia;5;6
2025-12-01;Jura & Three-Lakes;United Arab Emirates;25;63
2025-12-01;Jura & Three-Lakes;Croatia;9;20
2025-12-01;Jura & Three-Lakes;Romania;26;67
2025-12-01;Jura & Three-Lakes;Russia;18;27
2025-12-01;Jura & Three-Lakes;Slovakia;21;58
2025-12-01;Jura & Three-Lakes;Slovenia;12;28
2025-12-01;Jura & Three-Lakes;Czechia;35;79
2025-12-01;Jura & Three-Lakes;Ukraine;17;28
2025-12-01;Jura & Three-Lakes;Serbia;4;8
2025-12-01;Vaud;Switzerland;68785;119621
2025-12-01;Vaud;Germany;3846;8044
2025-12-01;Vaud;France;17480;29217
2025-12-01;Vaud;Italy;5044;8549
2025-12-01;Vaud;Austria;355;683
2025-12-01;Vaud;United Kingdom;5278;12178
2025-12-01;Vaud;Irland;361;796
2025-12-01;Vaud;Netherlands;1005;2202
2025-12-01;Vaud;Belgium;1879;5715
2025-12-01;Vaud;Luxembourg;382;802
2025-12-01;Vaud;Denmark;254;473
2025-12-01;Vaud;Sweden;216;446
2025-12-01;Vaud;Norway;78;188
2025-12-01;Vaud;Finland;107;201
2025-12-01;Vaud;Spain;3187;6715
2025-12-01;Vaud;Portugal;1208;2855
2025-12-01;Vaud;Greece;830;1733
2025-12-01;Vaud;Turkey;570;1205
2025-12-01;Vaud;Other European countries;539;1151
2025-12-01;Vaud;Liechtenstein;30;36
2025-12-01;Vaud;Iceland;13;40
2025-12-01;Vaud;Poland;345;727
2025-12-01;Vaud;Hungary;128;251
2025-12-01;Vaud;Belarus;15;21
2025-12-01;Vaud;Bulgaria;139;246
2025-12-01;Vaud;Malta;85;209
2025-12-01;Vaud;Cyprus;67;160
2025-12-01;Vaud;Chile;44;128
2025-12-01;Vaud;United States;5154;11570
2025-12-01;Vaud;Canada;534;1181
2025-12-01;Vaud;Mexico;424;918
2025-12-01;Vaud;Brazil;934;2137
2025-12-01;Vaud;Argentina;83;192
2025-12-01;Vaud;Other South American countries;264;655
2025-12-01;Vaud;Other Central American countries;153;325
2025-12-01;Vaud;Egypt;66;317
2025-12-01;Vaud;Other North African countries;245;650
2025-12-01;Vaud;South Africa;123;281
2025-12-01;Vaud;Other African countries;303;909
2025-12-01;Vaud;Bahrain;15;37
2025-12-01;Vaud;Israel;209;389
2025-12-01;Vaud;India;1043;2452
2025-12-01;Vaud;Japan;243;511
2025-12-01;Vaud;Other South-East Asian countries;373;879
2025-12-01;Vaud;Qatar;119;342
2025-12-01;Vaud;Kuwait;147;456
2025-12-01;Vaud;Australia;1039;2221
2025-12-01;Vaud;China;1631;2614
2025-12-01;Vaud;Hong Kong;265;445
2025-12-01;Vaud;Indonesia;435;821
2025-12-01;Vaud;South Korea;183;315
2025-12-01;Vaud;Malaysia;764;1315
2025-12-01;Vaud;Philippines;178;344
2025-12-01;Vaud;New Zealand, Oceania;77;156
2025-12-01;Vaud;Singapore;814;1560
2025-12-01;Vaud;Oman;14;65
2025-12-01;Vaud;Taiwan (Chinese Taipei);229;383
2025-12-01;Vaud;Thailand;446;698
2025-12-01;Vaud;Other West Asian countries;274;662
2025-12-01;Vaud;Estonia;42;89
2025-12-01;Vaud;Latvia;62;92
2025-12-01;Vaud;Lithuania;37;101
2025-12-01;Vaud;Saudi Arabia;431;1521
2025-12-01;Vaud;United Arab Emirates;862;2409
2025-12-01;Vaud;Croatia;47;103
2025-12-01;Vaud;Romania;313;706
2025-12-01;Vaud;Russia;252;540
2025-12-01;Vaud;Slovakia;46;87
2025-12-01;Vaud;Slovenia;54;80
2025-12-01;Vaud;Czechia;218;378
2025-12-01;Vaud;Ukraine;437;969
2025-12-01;Vaud;Serbia;62;191
2025-12-01;Geneva;Switzerland;51157;89472
2025-12-01;Geneva;Germany;4743;8341
2025-12-01;Geneva;France;21024;32401
2025-12-01;Geneva;Italy;4940;9236
2025-12-01;Geneva;Austria;561;1007
2025-12-01;Geneva;United Kingdom;18479;34343
2025-12-01;Geneva;Irland;1053;2047
2025-12-01;Geneva;Netherlands;1953;3568
2025-12-01;Geneva;Belgium;1858;3378
2025-12-01;Geneva;Luxembourg;428;730
2025-12-01;Geneva;Denmark;478;841
2025-12-01;Geneva;Sweden;582;1054
2025-12-01;Geneva;Norway;339;696
2025-12-01;Geneva;Finland;290;543
2025-12-01;Geneva;Spain;7663;14094
2025-12-01;Geneva;Portugal;3228;6085
2025-12-01;Geneva;Greece;2066;4410
2025-12-01;Geneva;Turkey;1405;2929
2025-12-01;Geneva;Other European countries;897;1630
2025-12-01;Geneva;Liechtenstein;18;28
2025-12-01;Geneva;Iceland;58;82
2025-12-01;Geneva;Poland;675;1346
2025-12-01;Geneva;Hungary;224;466
2025-12-01;Geneva;Belarus;67;105
2025-12-01;Geneva;Bulgaria;216;480
2025-12-01;Geneva;Malta;405;643
2025-12-01;Geneva;Cyprus;320;619
2025-12-01;Geneva;Chile;105;190
2025-12-01;Geneva;United States;13923;25535
2025-12-01;Geneva;Canada;1806;3661
2025-12-01;Geneva;Mexico;1125;2148
2025-12-01;Geneva;Brazil;2971;5940
2025-12-01;Geneva;Argentina;213;455
2025-12-01;Geneva;Other South American countries;682;1386
2025-12-01;Geneva;Other Central American countries;768;1770
2025-12-01;Geneva;Egypt;565;1263
2025-12-01;Geneva;Other North African countries;1697;3310
2025-12-01;Geneva;South Africa;641;1209
2025-12-01;Geneva;Other African countries;1449;4524
2025-12-01;Geneva;Bahrain;199;634
2025-12-01;Geneva;Israel;968;1782
2025-12-01;Geneva;India;1415;3144
2025-12-01;Geneva;Japan;633;1456
2025-12-01;Geneva;Other South-East Asian countries;1223;2645
2025-12-01;Geneva;Qatar;798;2294
2025-12-01;Geneva;Kuwait;851;2174
2025-12-01;Geneva;Australia;2746;4715
2025-12-01;Geneva;China;3230;5661
2025-12-01;Geneva;Hong Kong;368;704
2025-12-01;Geneva;Indonesia;748;1524
2025-12-01;Geneva;South Korea;400;1152
2025-12-01;Geneva;Malaysia;1178;2053
2025-12-01;Geneva;Philippines;391;1008
2025-12-01;Geneva;New Zealand, Oceania;330;637
2025-12-01;Geneva;Singapore;1519;3444
2025-12-01;Geneva;Oman;78;158
2025-12-01;Geneva;Taiwan (Chinese Taipei);278;445
2025-12-01;Geneva;Thailand;562;1159
2025-12-01;Geneva;Other West Asian countries;1116;2601
2025-12-01;Geneva;Estonia;110;207
2025-12-01;Geneva;Latvia;158;368
2025-12-01;Geneva;Lithuania;163;264
2025-12-01;Geneva;Saudi Arabia;2476;6150
2025-12-01;Geneva;United Arab Emirates;3180;7174
2025-12-01;Geneva;Croatia;126;216
2025-12-01;Geneva;Romania;592;1272
2025-12-01;Geneva;Russia;959;1941
2025-12-01;Geneva;Slovakia;108;218
2025-12-01;Geneva;Slovenia;49;122
2025-12-01;Geneva;Czechia;435;750
2025-12-01;Geneva;Ukraine;891;1631
2025-12-01;Geneva;Serbia;268;528
2025-12-01;Valais;Switzerland;94008;216091
2025-12-01;Valais;Germany;6919;25416
2025-12-01;Valais;France;6529;17800
2025-12-01;Valais;Italy;2798;6245
2025-12-01;Valais;Austria;441;1308
2025-12-01;Valais;United Kingdom;6996;26274
2025-12-01;Valais;Irland;395;1164
2025-12-01;Valais;Netherlands;3055;11551
2025-12-01;Valais;Belgium;2687;12253
2025-12-01;Valais;Luxembourg;496;1818
2025-12-01;Valais;Denmark;253;810
2025-12-01;Valais;Sweden;344;1257
2025-12-01;Valais;Norway;153;423
2025-12-01;Valais;Finland;85;258
2025-12-01;Valais;Spain;1459;4125
2025-12-01;Valais;Portugal;801;1896
2025-12-01;Valais;Greece;513;1999
2025-12-01;Valais;Turkey;180;539
2025-12-01;Valais;Other European countries;261;945
2025-12-01;Valais;Liechtenstein;20;53
2025-12-01;Valais;Iceland;23;50
2025-12-01;Valais;Poland;451;1542
2025-12-01;Valais;Hungary;98;275
2025-12-01;Valais;Belarus;25;125
2025-12-01;Valais;Bulgaria;87;326
2025-12-01;Valais;Malta;86;287
2025-12-01;Valais;Cyprus;75;289
2025-12-01;Valais;Chile;62;132
2025-12-01;Valais;United States;12282;40617
2025-12-01;Valais;Canada;758;2498
2025-12-01;Valais;Mexico;666;1543
2025-12-01;Valais;Brazil;1234;3104
2025-12-01;Valais;Argentina;68;209
2025-12-01;Valais;Other South American countries;355;847
2025-12-01;Valais;Other Central American countries;345;908
2025-12-01;Valais;Egypt;43;130
2025-12-01;Valais;Other North African countries;126;349
2025-12-01;Valais;South Africa;292;952
2025-12-01;Valais;Other African countries;161;403
2025-12-01;Valais;Bahrain;35;93
2025-12-01;Valais;Israel;323;1160
2025-12-01;Valais;India;1007;2188
2025-12-01;Valais;Japan;717;1304
2025-12-01;Valais;Other South-East Asian countries;332;884
2025-12-01;Valais;Qatar;130;411
2025-12-01;Valais;Kuwait;262;907
2025-12-01;Valais;Australia;2546;7050
2025-12-01;Valais;China;1104;2043
2025-12-01;Valais;Hong Kong;565;1365
2025-12-01;Valais;Indonesia;1035;1660
2025-12-01;Valais;South Korea;448;692
2025-12-01;Valais;Malaysia;1878;3188
2025-12-01;Valais;Philippines;234;545
2025-12-01;Valais;New Zealand, Oceania;164;388
2025-12-01;Valais;Singapore;2484;5925
2025-12-01;Valais;Oman;18;52
2025-12-01;Valais;Taiwan (Chinese Taipei);1290;1920
2025-12-01;Valais;Thailand;957;1604
2025-12-01;Valais;Other West Asian countries;166;431
2025-12-01;Valais;Estonia;60;219
2025-12-01;Valais;Latvia;86;298
2025-12-01;Valais;Lithuania;107;452
